Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1956-03-22,Y Todavía Te Quiero,,Tango,Horacio Casares,Víctor,,,,Luciano Leocata,Abel Aznar,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1956-07-18,Fueron Tres Años,,Tango,Jorge Hidalgo,Víctor,,,,Juan Marín,Juan Marín,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1956-07-18,Lloremos,,Tango,Horacio Casares,Víctor,,,,Cendal,Lorenzo Spanu,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1956-11-08,Nueve de Julio,9 de Julio,Tango,Instrumental,Víctor,,,,José Padula,,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1956-11-08,Y Algún Día,,Tango,Jorge Hidalgo,Víctor,,,,Héctor Lettera,Abel Aznar,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1957-03-18,Cantemos Corazón,,Tango,Horacio Casares,Víctor,,,,Enrique Alessio,Reinaldo Yiso,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1957-03-18,Margarita Gauthier,,Tango,Instrumental,Víctor,,,,Joaquín Mora,Julio Nelson,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1957-05-31,Destino de Flor,,Tango,Jorge Hidalgo,Víctor,,,,Roberto Rufino,Alejandro Romay,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1957-05-31,Llámame Amor Mío,,Tango,Horacio Casares,Víctor,,,,Mapera,Agustín Minotti,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1958-09-21,Fantasía en Tiempo de Tango,,Tango,Instrumental,Víctor,,,,Johannes Brahms,,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1958-09-21,Merceditas,,Tango,Adolfo Rivas y Carlos Aldao,Víctor,,,,"Ramón Ríos, C. Aldao",Ramón Ríos,,52-68 Postumous,,,,,
