Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Matrix,Disc
Francisco Lomuto,Orquesta Francisco Lomuto,1926,Siga El Corso,,Tango,Instrumental,Odeón,,Anselmo Alfredo Aieta,Francisco García Jiménez,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",3917,7674
Francisco Lomuto,Orquesta Francisco Lomuto,1926,Soberbia,,Tango,Instrumental,Odeón,,E. Rosseti,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",4016,7678
Francisco Lomuto,Orquesta Francisco Lomuto,1926,Sus Labios Dijeron No,,Tango,Instrumental,Odeón,,Enrique Blas Lomuto,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",4546,7699
Francisco Lomuto,Orquesta Francisco Lomuto,1926,Suspiros,,Tango,Instrumental,Odeón,,Juan Carlos Bazán – Letra: Enrique Carrasquilla Mallarino,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",3604,7656
Francisco Lomuto,Orquesta Francisco Lomuto,1926,Ternura,,Tango,Instrumental,Odeón,,J. C. Carbone,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",3832,7683
Francisco Lomuto,Orquesta Francisco Lomuto,1926,Traiga Otra Caña,,Tango,Instrumental,Odeón,,Antonio Scatasso,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",4092,7671
Francisco Lomuto,Orquesta Francisco Lomuto,12/4/1926,De Buena Fe,,Tango,Instrumental,Odeón,,Francisco Juan Lomuto,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",117,7700
Francisco Lomuto,Orquesta Francisco Lomuto,12/4/1926,Llegaste Tarde,,Tango,Instrumental,Odeón,,"Berner, González","Berner, González",,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",114,7695
Francisco Lomuto,Orquesta Francisco Lomuto,12/4/1926,Milonga Y Copetines,,Tango,Instrumental,Odeón,,Ricardo Luis Brignolo,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",116,7696
Francisco Lomuto,Orquesta Francisco Lomuto,12/17/1926,Bajo Belgrano,,Tango,Instrumental,Odeón,,Anselmo Alfredo Aieta,Francisco García Jiménez,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",186,7701
Francisco Lomuto,Orquesta Francisco Lomuto,12/17/1926,La Rezongona,,Tango,Instrumental,Odeón,,Francisco Juan Lomuto,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",187,7698
Francisco Lomuto,Orquesta Francisco Lomuto,12/17/1926,Palabras Lindas,,Tango,Instrumental,Odeón,,León Stambulsky,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",184,7697
Francisco Lomuto,Orquesta Francisco Lomuto,3/25/1927,Tanguerita,,Tango,Instrumental,Odeón,,Santiago París,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",516,7702
Francisco Lomuto,Orquesta Francisco Lomuto,4/8/1927,Araña,,Tango,Instrumental,Odeón,,Pedro Vettori,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",587,7705
Francisco Lomuto,Orquesta Francisco Lomuto,4/8/1927,Soy Tuya,,Tango,Instrumental,Odeón,,Luis Petrucelli,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",588,7707
Francisco Lomuto,Orquesta Francisco Lomuto,4/30/1927,Isla De Flores,,Tango,Instrumental,Odeón,,Arturo César Senez -Letra: Román Machado Scoto,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",687,7710
Francisco Lomuto,Orquesta Francisco Lomuto,7/25/1927,De Buena Fe,,Tango,Instrumental,Odeón,,Francisco Juan Lomuto,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1076,7724
Francisco Lomuto,Orquesta Francisco Lomuto,7/25/1927,Flores Divinas,,Tango,Instrumental,Odeón,,A. Simone,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1074,7726
Francisco Lomuto,Orquesta Francisco Lomuto,7/25/1927,Quiero Olvidar,,Tango,Instrumental,Odeón,,Enrique Blas Lomuto,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1075,7726
Francisco Lomuto,Orquesta Francisco Lomuto,10/1/1927,Entre Dos Luces,,Tango,Instrumental,Odeón,,Elio Rietti,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1430,7731
Francisco Lomuto,Orquesta Francisco Lomuto,10/1/1927,Obrerita,,Tango,Instrumental,Odeón,,E. Sbeppard,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1431,7735
Francisco Lomuto,Orquesta Francisco Lomuto,10/1/1927,Rulitos,,Tango,Instrumental,Odeón,,Ricardo Luis Brignolo,José González Castillo,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1432,7736
Francisco Lomuto,Orquesta Francisco Lomuto,10/15/1927,Noche De Reyes,,Tango,Instrumental,Odeón,,Pedro Mario Maffia,Jorge Curi,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1515,7735
Francisco Lomuto,Orquesta Francisco Lomuto,10/15/1927,Select,,Tango,Instrumental,Odeón,,J. Cano Hangein,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1516,7731
Francisco Lomuto,Orquesta Francisco Lomuto,10/28/1927,Ahora O Nunca,,Tango,Instrumental,Odeón,,"Víctor Troysi, Fortich","Víctor Troysi, Fortich",,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1648,7737
Francisco Lomuto,Orquesta Francisco Lomuto,11/17/1927,El Bailongo,,Tango,Instrumental,Odeón,,H. Susena,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1773,7744
Francisco Lomuto,Orquesta Francisco Lomuto,11/17/1927,Sólo A Una Madre,,Tango,Instrumental,Odeón,,Daniel H. Álvarez,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1774,7744
Francisco Lomuto,Orquesta Francisco Lomuto,11/25/1927,Dios Te Salve,,Tango,Instrumental,Odeón,,R. A. Falcone,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1829,7740
Francisco Lomuto,Orquesta Francisco Lomuto,11/25/1927,En Silencio,,Tango,Instrumental,Odeón,,R. Conran,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1830,7740
Francisco Lomuto,Orquesta Francisco Lomuto,12/2/1927,"Copetín, Vos Sos Mi Hermano",,Tango,Instrumental,Odeón,,Andrés R. Domenech,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1893,7742
Francisco Lomuto,Orquesta Francisco Lomuto,12/2/1927,Ocaso,,Tango,Instrumental,Odeón,,E. Menjoulou,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1892,7742
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Ché Italiano,,Tango,Instrumental,Odeón,,"Juan F. Noli, Raimundo Petillo","Juan F. Noli, Raimundo Petillo",,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1963,7747
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Maldonado,,Tango,Instrumental,Odeón,,Luis Nicolás Visca,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1962,7747
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Noches De Bohemio,,Tango,Instrumental,Odeón,,Raúl L. Ducci,,,26-27 Pre Charlo,Erique Lomuto,Manuel Dopaso (Drums),"Pedro Polito, Vicente Romeo, Carmelo Águila (Clarinet)","Luis Martini, Esteban Rovati","Piano, 2 Bandoneons, 2 Violins, Drums, Clarinet",1961,7748
Francisco Lomuto,Orquesta Francisco Lomuto,3/10/1928,Corazón,,Vals,Instrumental,Odeón,,Luis Teisseire,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2179,7751
Francisco Lomuto,Orquesta Francisco Lomuto,3/31/1928,Mi Viejo Nido,,Tango,Instrumental,Odeón,,A. E. Visca,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2312,7755
Francisco Lomuto,Orquesta Francisco Lomuto,4/13/1928,Qué Sabe La Gente,,Tango,Charlo,Odeón,,Antonio Scatasso,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2444,7755
Francisco Lomuto,Orquesta Francisco Lomuto,5/3/1928,Tratalo Con Cariño,,Tango,Charlo,Odeón,,Rafael Eulogio Tuegols,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2566,7761
Francisco Lomuto,Orquesta Francisco Lomuto,5/3/1928,Tallando,,Tango,Instrumental,Odeón,,Juan Carlos Bazán,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2565,7766
Francisco Lomuto,Orquesta Francisco Lomuto,6/5/1928,Buena Pinta,,Tango,Instrumental,Odeón,,Luis D’Andrea,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2732,7762
Francisco Lomuto,Orquesta Francisco Lomuto,6/5/1928,Soñando Espero,,Tango,Instrumental,Odeón,,C. Castorino,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2734,7765
Francisco Lomuto,Orquesta Francisco Lomuto,6/15/1928,No Seas Mala,,Tango,Con estribillo,Odeón,,Félix Scolatti Almeyda,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2775,7764
Francisco Lomuto,Orquesta Francisco Lomuto,6/15/1928,Dejate ’e Consejos,,Tango,Instrumental,Odeón,,J. Piris,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2774,7768
Francisco Lomuto,Orquesta Francisco Lomuto,6/15/1928,Viva La Patria,,Tango,Instrumental,Odeón,,Antonio Scatasso,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2773,7768
Francisco Lomuto,Orquesta Francisco Lomuto,6/16/1928,Aromito,,Tango,Instrumental,Odeón,,R. Lo Presti,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2776,7765
Francisco Lomuto,Orquesta Francisco Lomuto,7/13/1928,Canción De Cuna,,Tango,Instrumental,Odeón,,José María Rizzuti,José Antonio Diez Gómez,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2894,7769
Francisco Lomuto,Orquesta Francisco Lomuto,7/14/1928,Poca Cosa,,Tango,Instrumental,Odeón,,A. B. Fernández,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2896,7769
Francisco Lomuto,Orquesta Francisco Lomuto,7/14/1928,Por Seguidora Y Por Fiel,,Tango,Instrumental,Odeón,,Ricardo Luis Brignolo,Celedonio Esteban Flores,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2897,7766
Francisco Lomuto,Orquesta Francisco Lomuto,8/1/1928,En Un Pueblito De España,,Vals,Charlo,Odeón,,Mabel Wayne,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2962,7771
Francisco Lomuto,Orquesta Francisco Lomuto,8/1/1928,Pa’ Que Bronquen Los Otarios,,Tango,Charlo,Odeón,,E. Marchiano,Juan Miguel Vellich,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2961,7770
Francisco Lomuto,Orquesta Francisco Lomuto,8/1/1928,Te Quiero Siempre,,Tango,Instrumental,Odeón,,Juan S. Petrocci,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2963,7772
Francisco Lomuto,Orquesta Francisco Lomuto,8/10/1928,Entre Guapos,,Tango,Instrumental,Odeón,,Lorenzo F. Olivari,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3000,7777
Francisco Lomuto,Orquesta Francisco Lomuto,9/21/1928,La Güeya Maldita,,Tango,Charlo  Estrib.,Odeón,,Pascual Clausi,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3229,7777
Francisco Lomuto,Orquesta Francisco Lomuto,9/28/1928,El Manisero,,Tango,Charlo,Odeón,,Virgilio Ramón Carmona,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3263,7784
Francisco Lomuto,Orquesta Francisco Lomuto,9/28/1928,El Rasgueo,,Tango,Charlo,Odeón,,A. Iturriaga,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3262,7778
Francisco Lomuto,Orquesta Francisco Lomuto,9/28/1928,Mariposa De Cabaret,,Tango,Charlo,Odeón,,Antonio Scatasso,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3260,7778
Francisco Lomuto,Orquesta Francisco Lomuto,9/28/1928,Piedad,,Tango,Charlo,Odeón,,"C. Percuoco, L. de Biase","C. Percuoco, L. de Biase",,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3261,7784
Francisco Lomuto,Orquesta Francisco Lomuto,10/29/1928,Lo Que Fuiste,,Tango,Charlo,Odeón,,J. Ciancio,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3408,7785
Francisco Lomuto,Orquesta Francisco Lomuto,10/29/1928,Marieta,,Tango,Charlo,Odeón,,Víctor Dionisio Lomuto,Juan Raggi,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3409,7782
Francisco Lomuto,Orquesta Francisco Lomuto,10/29/1928,Noviecita Mía,,Tango,Charlo,Odeón,,Antonio Polito,Augusto Martini que luego utilizó el propio Polito,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3411,7783
Francisco Lomuto,Orquesta Francisco Lomuto,10/29/1928,Aquella Casita,,Tango,Instrumental,Odeón,,C. Portela,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3412,7785
